"school_id","school_name","year","long_name","primary_category","student_count_total","student_count_low_income","student_count_black","student_count_hispanic","student_count_white","student_count_asian","student_count_native_american","student_count_other_ethnicity","student_count_asian_pacific_islander","student_count_multi","student_count_hawaiian_pacific_islander","student_count_ethnicity_not_available","number_students_tested_ela","percent_did_not_meet_ela","percent_partially_met_ela","percent_approached_ela","percent_met_ela","percent_exceeded_ela","percent_met_or_exceeded_ela","number_students_tested_math","percent_did_not_meet_math","percent_partially_met_math","percent_approached_math","percent_met_math","percent_exceeded_math","percent_met_or_exceeded_math"
610125,"RUIZ",2018,"Irma C Ruiz Elementary School","ES",668,418,6,640,15,1,2,0,0,2,2,0,448,17.9,20.1,31.7,27,3.3,30.4,449,18.3,33.2,28.5,18.9,1.1,20
400052,"NOBLE - COMER",2018,"Noble - Gary Comer College Prep","HS",1181,975,1142,28,0,1,1,0,0,3,1,5,305,22.6,28.2,32.5,16.1,0.7,16.7,301,19.3,27.6,25.6,26.6,1,27.6
609935,"GALLISTEL",2018,"Matthew Gallistel Elementary Language Academy","ES",705,655,20,668,13,0,3,0,0,1,0,0,532,27.8,23.5,28.2,18.8,1.7,20.5,540,30.4,32.6,24.3,12,0.7,12.8
610539,"CAMRAS",2018,"Marvin Camras Elementary School","ES",949,563,15,843,63,19,4,0,0,4,1,0,539,19.9,23.7,31.5,23,1.9,24.9,536,15.9,31.5,33.6,18.3,0.7,19
610055,"FARADAY",2018,"Michael Faraday Elementary School","ES",249,249,248,0,1,0,0,0,0,0,0,0,143,25.2,32.2,30.1,11.9,0.7,12.6,142,28.9,30.3,31,9.9,0,9.9
609896,"DRUMMOND",2018,"Thomas Drummond Elementary School","ES",351,66,28,105,155,17,1,0,0,45,0,0,72,1.4,12.5,20.8,59.7,5.6,65.3,70,8.6,22.9,17.1,40,11.4,51.4
610217,"WARD J",2018,"James Ward Elementary School","ES",554,289,75,54,34,386,2,0,0,3,0,0,345,10.1,18,25.2,41.2,5.5,46.7,363,8,14.3,27.5,39.9,10.2,50.1
610147,"ROGERS",2018,"Philip Rogers Elementary School","ES",748,514,124,286,122,185,3,0,0,26,2,0,455,10.8,18.5,29.5,35.2,6.2,41.3,471,10.2,23.6,29.3,31,5.9,36.9
610269,"MCCUTCHEON",2018,"John T McCutcheon Elementary School","ES",371,235,176,83,34,61,3,0,0,13,1,0,191,19.4,23.6,27.2,26.2,3.7,29.8,193,22.3,31.1,29.5,14.5,2.6,17.1
610221,"WEBSTER",2018,"Daniel Webster Elementary School","ES",277,193,274,1,0,0,1,0,0,1,0,0,158,12.7,25.3,35.4,25.9,0.6,26.6,157,15.3,36.3,29.3,18.5,0.6,19.1
610059,"MAYER",2018,"Oscar F Mayer Elementary School","ES",760,63,55,106,554,24,3,0,0,7,11,0,363,5.8,8.5,14.6,48.2,22.9,71.1,369,7.9,10.6,20.9,49.1,11.7,60.7
609918,"FIELD",2018,"Eugene Field Elementary School","ES",156,104,59,79,9,9,0,0,0,0,0,0,156,33.3,30.8,25,10.3,0.6,10.9,161,32.3,36,24.2,6.2,1.2,7.5
610094,"NETTELHORST",2018,"Louis Nettelhorst Elementary School","ES",758,99,83,115,420,77,4,0,0,48,9,2,298,7.4,15.4,25.2,42.6,9.4,52,280,12.1,17.5,32.5,32.9,5,37.9
610541,"LORCA",2018,"Federico Garcia Lorca Elementary School","ES",761,638,9,706,41,1,1,0,0,2,1,0,543,16,24.3,31.7,25.4,2.6,28,546,16.3,31.5,31.7,19.8,0.7,20.5
610126,"PERSHING",2018,"John J Pershing Elementary Humanities Magnet","ES",579,301,549,15,4,5,0,0,0,6,0,0,350,14.3,25.1,32.9,26,1.7,27.7,351,21.7,39,26.5,12.5,0.3,12.8
610093,"NEIL",2018,"Jane A Neil Elementary School","ES",294,242,288,5,0,1,0,0,0,0,0,0,127,29.1,30.7,27.6,12.6,0,12.6,123,40.7,46.3,11.4,1.6,0,1.6
609930,"FUNSTON",2018,"Frederick Funston Elementary School","ES",466,345,35,422,7,0,0,0,0,2,0,0,262,33.2,29.8,25.6,9.9,1.5,11.5,263,28.9,38.8,24,8.4,0,8.4
610006,"HURLEY",2018,"Edward N Hurley Elementary School","ES",854,732,5,841,3,0,5,0,0,0,0,0,545,18,25.3,29.7,24.4,2.6,27,551,15.4,31.2,34.3,17.6,1.5,19.1
610110,"WELLS ES",2018,"Ida B Wells Preparatory Elementary Academy","ES",367,298,346,17,1,0,1,0,0,2,0,0,209,15.8,28.2,30.1,23.9,1.9,25.8,209,25.8,39.2,24.9,10,0,10
610405,"SUDER",2018,"Suder Montessori Magnet ES","ES",381,186,214,71,61,16,1,0,0,13,2,3,161,28,19.9,29.2,20.5,2.5,23,153,33.3,26.1,25.5,14.4,0.7,15
610016,"KELLOGG",2018,"Kate S Kellogg Elementary School","ES",270,88,229,8,22,0,1,0,0,10,0,0,169,9.5,16,24.3,43.2,7.1,50.3,168,15.5,18.5,38.1,28,0,28
609966,"HAMMOND",2018,"Charles G Hammond Elementary School","ES",382,296,28,346,8,0,0,0,0,0,0,0,256,28.1,30.5,26.2,14.8,0.4,15.2,256,32,37.1,25,4.7,1.2,5.9
610021,"CASALS",2018,"Pablo Casals Elementary School","ES",427,400,197,223,5,0,0,0,0,2,0,0,276,15.9,25.7,25.7,29.3,3.3,32.6,277,17.3,27.4,28.2,24.9,2.2,27.1
610250,"SALAZAR",2018,"Rueben Salazar Elementary Bilingual Center","ES",324,226,109,200,6,7,0,0,0,1,0,1,221,24.9,22.6,21.3,28.5,2.7,31.2,223,21.5,29.6,30,17.5,1.3,18.8
609810,"BRIDGE",2018,"Norman A Bridge Elementary School","ES",1115,648,21,589,425,49,4,0,0,25,2,0,598,7.2,13.7,28.4,43.5,7.2,50.7,624,10.1,23.7,31.4,30,4.8,34.8
610019,"KERSHAW",2018,"Joshua D Kershaw Elementary School","ES",271,204,264,5,2,0,0,0,0,0,0,0,130,32.3,24.6,20.8,20,2.3,22.3,127,37.8,27.6,22.8,11,0.8,11.8
610342,"SABIN",2018,"Albert R Sabin Elementary Magnet School","ES",543,377,106,414,11,5,2,0,0,5,0,0,333,24,31.8,28.2,14.7,1.2,15.9,336,19.6,36.9,29.5,13.4,0.6,14
610208,"LAVIZZO",2018,"Mildred I Lavizzo Elementary School","ES",355,250,346,5,0,1,2,0,0,1,0,0,239,39.7,33.5,18.8,7.9,0,7.9,238,36.6,42,17.2,4.2,0,4.2
400040,"FRAZIER CHARTER",2018,"Frazier Preparatory Academy Charter School","ES",322,245,319,2,0,0,0,0,0,1,0,0,232,35.8,33.6,19.4,11.2,0,11.2,230,37.4,43,18.7,0.9,0,0.9
400079,"ACERO - ZIZUMBO",2018,"Acero Charter Schools - SPC Daniel Zizumbo","ES",627,302,2,610,10,2,2,0,0,1,0,0,410,13.9,19.5,30.7,32.4,3.4,35.9,411,14.6,25.8,32.8,25.3,1.5,26.8
609836,"CANTY",2018,"Arthur E Canty Elementary School","ES",827,377,21,340,420,29,3,0,0,13,1,0,521,5.8,11.9,25.5,46.4,10.4,56.8,533,7.7,16.9,27.6,41.5,6.4,47.8
610107,"OTIS",2018,"James Otis Elementary School","ES",412,287,111,279,11,3,3,0,0,4,1,0,259,25.9,32.8,25.1,16.2,0,16.2,259,33.2,36.3,18.5,11.6,0.4,12
400048,"LEARN - EXCEL",2018,"L.E.A.R.N. - Excel Campus","ES",435,255,416,15,0,0,0,0,0,3,0,1,204,18.1,24,26.5,29.9,1.5,31.4,205,15.1,18.5,34.1,28.8,3.4,32.2
610130,"PIRIE",2018,"John T Pirie Fine Arts & Academic Center ES","ES",241,188,234,3,1,0,1,0,0,2,0,0,153,18.3,20.9,26.8,31.4,2.6,34,151,24.5,31.8,31.1,11.9,0.7,12.6
609991,"HERZL",2018,"Theodore Herzl Elementary School","ES",559,399,541,11,3,0,1,0,0,2,1,0,262,41.6,36.6,16.4,5.3,0,5.3,264,37.9,37.5,18.2,6.4,0,6.4
400049,"LEGACY",2018,"Legacy Charter School","ES",467,379,451,14,1,0,0,0,0,1,0,0,290,17.6,33.1,31,17.9,0.3,18.3,288,16.7,38.2,33.7,11.1,0.3,11.5
400114,"ACERO - SANTIAGO",2018,"Acero Charter Schools - Esmeralda Santiago","ES",275,163,6,261,6,1,1,0,0,0,0,0,188,11.7,25,31.9,28.7,2.7,31.4,188,9.6,29.3,30.3,29.8,1.1,30.9
609869,"LANGFORD",2018,"Anna R. Langford Community Academy","ES",238,222,228,10,0,0,0,0,0,0,0,0,153,43.1,32.7,17.6,6.5,0,6.5,153,45.8,32,17,5.2,0,5.2
610165,"SCHUBERT",2018,"Franz Peter Schubert Elementary School","ES",659,427,9,625,19,4,1,0,0,1,0,0,317,22.1,21.8,26.8,28.1,1.3,29.3,326,19.9,41.7,23.3,14.4,0.6,15
400030,"CICS - WEST BELDEN",2018,"CICS - West Belden","ES",534,319,31,496,3,1,1,0,0,2,0,0,347,18.4,27.4,28.5,23.3,2.3,25.6,347,20.5,35.4,28.5,14.7,0.9,15.6
610256,"ROBINSON",2018,"Jackie Robinson Elementary School","ES",136,127,136,0,0,0,0,0,0,0,0,0,16,12.5,31.3,37.5,18.8,0,18.8,16,12.5,18.8,37.5,31.3,0,31.3
610282,"MCNAIR",2018,"Ronald E McNair Elementary School","ES",389,291,310,69,1,3,1,0,0,5,0,0,198,42.4,28.3,21.2,8.1,0,8.1,190,23.7,38.4,25.8,12.1,0,12.1
609971,"HARVARD",2018,"John Harvard Elementary School of Excellence","ES",376,250,371,4,1,0,0,0,0,0,0,0,227,30.8,31.3,28.2,9.3,0.4,9.7,225,30.7,36,26.2,7.1,0,7.1
400021,"CATALYST - CIRCLE ROCK",2018,"Catalyst Elementary Charter School - Circle Rock","ES",520,339,502,13,0,2,0,0,0,3,0,0,331,25.7,32.9,27.2,13.6,0.6,14.2,329,24.9,41,24.6,9.4,0,9.4
610279,"TANNER",2018,"Henry O Tanner Elementary School","ES",319,241,311,6,0,0,0,0,0,2,0,0,222,37.8,26.6,24.3,11.3,0,11.3,223,37.2,34.5,22.4,5.8,0,5.8
610037,"LIBBY",2018,"Arthur A Libby Elementary School","ES",340,267,246,91,0,0,0,0,0,3,0,0,219,29.2,28.8,27.4,14.2,0.5,14.6,219,28.3,33.8,22.4,15.5,0,15.5
609807,"HAMPTON",2018,"Lionel Hampton Fine & Performing Arts ES","ES",525,309,231,283,7,0,3,0,0,1,0,0,368,26.9,25.5,29.3,16.6,1.6,18.2,371,30.5,35.3,24,10,0.3,10.2
609955,"GRESHAM",2018,"Walter Q Gresham Elementary School","ES",328,286,318,4,0,0,0,0,0,5,0,1,202,27.2,31.7,27.7,12.9,0.5,13.4,202,30.7,33.2,24.3,11.9,0,11.9
400111,"LEARN - PERKINS",2018,"L.E.A.R.N. - Hunter Perkins Campus","ES",502,302,497,4,0,0,0,0,0,1,0,0,338,16.9,21.6,32.5,27.2,1.8,29,321,18.4,31.8,31.5,17.8,0.6,18.4
610254,"DVORAK",2018,"Dvorak Technology Academy","ES",393,369,385,4,2,0,0,0,0,2,0,0,204,47.5,30.9,15.7,5.9,0,5.9,204,30.9,45.1,15.7,7.8,0.5,8.3
609788,"BARNARD",2018,"Alice L Barnard Computer Math & Science Ctr ES","ES",264,185,252,2,4,1,0,0,0,2,3,0,191,15.2,24.1,25.1,34,1.6,35.6,190,19.5,41.1,27.4,11.6,0.5,12.1
610354,"NORTH RIVER",2018,"North River Elementary School","ES",296,161,4,255,20,9,3,0,0,1,4,0,188,16,25.5,31.4,25.5,1.6,27.1,191,20.9,25.7,30.9,20.4,2.1,22.5
610230,"WILDWOOD",2018,"Wildwood IB World Magnet School","ES",475,51,13,100,299,43,0,0,0,17,3,0,309,4.5,8.1,23.9,56.6,6.8,63.4,302,4.3,17.5,26.2,43,8.9,52
610199,"COLEMON",2018,"Johnnie Colemon Elementary Academy","ES",248,120,232,14,0,2,0,0,0,0,0,0,154,14.9,24,27.3,33.1,0.6,33.8,153,9.8,26.1,41.2,22.2,0.7,22.9
610252,"DETT",2018,"Robert Nathaniel Dett Elementary School","ES",313,249,300,9,0,0,1,0,0,3,0,0,169,59.2,24.3,11.8,4.7,0,4.7,169,43.2,40.8,14.8,1.2,0,1.2
610011,"JAMIESON",2018,"Minnie Mars Jamieson Elementary School","ES",885,499,63,315,255,216,0,0,0,35,0,1,491,13.2,15.9,31.4,31.2,8.4,39.5,506,14,26.9,20.2,31.4,7.5,38.9
400162,"INTRINSIC HS",2018,"Intrinsic Charter School","HS",1010,729,41,922,35,6,0,0,0,4,0,2,320,27.8,28.1,27.2,15.9,0.9,16.9,322,25.2,30.7,30.1,12.7,1.2,14
610219,"WASHINGTON G ES",2018,"George Washington Elementary School","ES",822,552,9,745,50,3,0,0,0,4,0,11,559,15.6,20.2,29.2,32,3,35.1,562,19.9,30.6,30.8,18.1,0.5,18.7
610116,"PARKSIDE",2018,"Parkside Elementary Community Academy","ES",276,176,272,3,0,0,0,0,0,1,0,0,141,38.3,30.5,20.6,10.6,0,10.6,140,32.1,33.6,24.3,10,0,10
609972,"HAUGAN",2018,"Helge A Haugan Elementary School","ES",893,678,35,754,52,44,2,0,0,5,1,0,453,16.3,23.4,28,29.6,2.6,32.2,474,22.6,30.8,27.4,17.5,1.7,19.2
609958,"GUNSAULUS",2018,"Frank W Gunsaulus Elementary Scholastic Academy","ES",808,522,26,724,8,20,2,0,0,6,1,21,492,19.1,26.4,29.3,22.8,2.4,25.2,493,13.4,29,31.2,24.7,1.6,26.4
609986,"HENDERSON",2018,"Charles R Henderson Elementary School","ES",281,190,221,55,2,0,0,0,0,3,0,0,165,29.1,39.4,21.2,9.7,0.6,10.3,166,41.6,39.8,12,6.6,0,6.6
610121,"IRVING",2018,"Washington Irving Elementary School","ES",388,325,301,77,4,0,0,0,0,6,0,0,266,37.2,29.3,24.1,9.4,0,9.4,255,40.4,35.7,20,3.9,0,3.9
609848,"ALDRIDGE",2018,"Ira F Aldridge Elementary School","ES",189,135,185,4,0,0,0,0,0,0,0,0,123,34.1,29.3,31.7,4.1,0.8,4.9,123,35.8,43.9,16.3,4.1,0,4.1
610212,"ALBANY PARK",2018,"Albany Park Multicultural Academy","MS",281,185,14,224,14,24,3,0,0,2,0,0,199,42.7,20.1,21.1,13.1,3,16.1,193,19.7,24.9,32.1,23.3,0,23.3
609942,"GOETHE",2018,"Johann W von Goethe Elementary School","ES",742,284,31,532,137,6,17,0,0,19,0,0,409,15.2,23.7,30.1,26.9,4.2,31.1,408,14.2,28.2,31.4,24,2.2,26.2
610533,"PRIETO",2018,"Dr Jorge Prieto Math and Science","ES",946,569,27,907,5,1,2,0,0,1,2,1,621,28,29.3,27.5,14.7,0.5,15.1,634,26.3,38.2,25.6,9.8,0.2,9.9
609817,"BUDLONG",2018,"Lyman A Budlong Elementary School","ES",718,378,31,303,193,116,3,0,0,21,1,50,403,10.4,16.6,30.5,36.7,5.7,42.4,409,12.7,26.4,29.6,28.9,2.4,31.3
610317,"BRIGHTON PARK",2018,"Brighton Park Elementary School","ES",392,375,5,368,7,9,2,0,0,1,0,0,293,28.3,32.1,26.3,13,0.3,13.3,301,34.2,30.6,26.6,8.6,0,8.6
609851,"CHALMERS",2018,"Thomas Chalmers Specialty Elementary School","ES",336,325,317,12,0,0,1,0,0,5,1,0,221,46.2,32.1,16.7,5,0,5,221,42.5,40.3,13.6,3.6,0,3.6
610013,"PILSEN",2018,"Pilsen Elementary Community Academy","ES",307,180,32,271,2,1,1,0,0,0,0,0,198,26.8,32.8,27.3,12.6,0.5,13.1,198,27.8,36.4,22.7,13.1,0,13.1
610239,"DALEY",2018,"Richard J Daley Elementary Academy","ES",571,567,52,516,2,0,0,0,0,0,0,1,397,32.5,26.2,29.5,11.6,0.3,11.8,401,32.9,39.2,19.5,8.2,0.2,8.5
609873,"CROWN",2018,"Crown Community Academy of Fine Arts Center ES","ES",213,144,187,24,1,0,0,0,0,1,0,0,152,44.7,34.2,13.8,6.6,0.7,7.2,152,40.8,38.2,17.8,3.3,0,3.3
400161,"CHICAGO COLLEGIATE",2018,"Chicago Collegiate Charter School","HS",380,237,373,5,0,0,0,0,0,2,0,0,318,41.2,30.8,22,5.7,0.3,6,317,47,31.2,18,3.8,0,3.8
609939,"GILLESPIE",2018,"Frank L Gillespie Elementary School","ES",466,309,456,7,2,0,0,0,0,1,0,0,251,24.3,34.3,23.9,17.1,0.4,17.5,250,32.4,37.2,22,8.4,0,8.4
400050,"NAMASTE",2018,"Namaste Charter School","ES",481,349,9,435,29,2,1,0,0,5,0,0,304,20.7,25.7,29.3,22.7,1.6,24.3,304,29.9,36.2,20.7,13.2,0,13.2
610005,"HUGHES C",2018,"Charles Evans Hughes Elementary School","ES",267,204,260,3,0,0,0,0,0,0,4,0,155,28.4,31,26.5,13.5,0.6,14.2,155,25.2,31.6,30.3,12.9,0,12.9
609861,"CLISSOLD",2018,"Henry R Clissold Elementary School","ES",514,142,328,42,125,4,1,0,0,6,0,8,336,13.4,21.7,34.2,29.5,1.2,30.7,336,17.9,29.8,33,19.3,0,19.3
609885,"DEWEY",2018,"Dewey Elementary Academy of Fine Arts","ES",399,379,373,25,0,0,0,0,0,1,0,0,203,32,35,20.7,12.3,0,12.3,201,34.8,33.8,20.9,10.4,0,10.4
609952,"GREENE",2018,"Nathanael Greene Elementary School","ES",411,253,11,340,19,9,1,0,0,5,0,26,255,14.9,31.4,21.2,29.4,3.1,32.5,257,15.2,37.4,27.2,18.7,1.6,20.2
610530,"SOUTH SHORE ES",2018,"South Shore Fine Arts Academy","ES",358,213,339,14,1,0,1,0,0,3,0,0,223,30,30.9,23.8,14.3,0.9,15.2,222,29.3,34.2,25.2,10.8,0.5,11.3
609880,"DECATUR",2018,"Stephen Decatur Classical Elementary School","ES",284,40,12,42,124,88,0,0,0,17,1,0,164,0,0.6,8.5,56.7,34.1,90.9,164,0.6,1.8,8.5,54.3,34.8,89
610213,"WADSWORTH",2018,"James Wadsworth Elementary School","ES",550,392,531,12,1,0,0,0,0,5,0,1,340,33.8,31.8,22.6,11.5,0.3,11.8,342,34.8,33.6,18.7,12.3,0.6,12.9
609938,"GARY",2018,"Joseph E Gary Elementary School","ES",1108,818,3,1090,11,0,4,0,0,0,0,0,1015,19.2,21.5,28.7,26.2,4.4,30.6,1024,24,34.4,25.5,14.6,1.5,16.1
400068,"PLATO",2018,"Plato Learning Academy","ES",280,273,276,3,0,0,0,0,0,0,0,1,239,46,28.5,18.4,7.1,0,7.1,238,38.2,36.1,17.2,8,0.4,8.4
609894,"DRAKE",2018,"John B Drake Elementary School","ES",337,262,320,13,1,1,1,0,0,1,0,0,200,29,37,23.5,10,0.5,10.5,200,45.5,34.5,18,2,0,2
609893,"DORE",2018,"John C Dore Elementary School","ES",700,325,26,480,182,6,1,0,0,4,1,0,451,12.9,19.1,29.9,33.9,4.2,38.1,452,12.8,25.9,34.5,25.4,1.3,26.8
610142,"RAY",2018,"William H Ray Elementary School","ES",718,242,434,66,114,65,1,0,0,36,2,0,309,17.8,24.6,26.5,25.9,5.2,31.1,302,15.6,24.2,29.5,25.8,5,30.8
610228,"WHITTIER",2018,"John Greenleaf Whittier Elementary School","ES",204,123,1,200,3,0,0,0,0,0,0,0,149,27.5,32.9,26.8,12.1,0.7,12.8,150,30.7,32,24.7,12.7,0,12.7
610131,"PLAMONDON",2018,"Ambrose Plamondon Elementary School","ES",134,105,41,91,2,0,0,0,0,0,0,0,93,12.9,34.4,25.8,25.8,1.1,26.9,93,16.1,40.9,24.7,16.1,2.2,18.3
610038,"LINCOLN",2018,"Abraham Lincoln Elementary School","ES",955,99,117,97,577,107,2,0,0,55,0,0,581,1.2,3.6,9.1,47.8,38.2,86.1,595,1.8,6.2,16.8,51.8,23.4,75.1
400146,"KIPP - ACADEMY",2018,"KIPP Academy Chicago Campus","ES",385,265,377,8,0,0,0,0,0,0,0,0,330,17.6,26.4,32.7,21.5,1.8,23.3,331,21.5,27.8,33.5,16.9,0.3,17.2
400064,"PERSPECTIVES - JOSLIN HS",2018,"Perspectives - Rodney D. Joslin","HS",381,288,346,23,1,3,0,0,0,4,2,2,125,36,28,24.8,11.2,0,11.2,125,36,30.4,20.8,12.8,0,12.8
609897,"EARLE",2018,"Charles W Earle Elementary School","ES",351,312,324,23,0,0,0,0,0,3,1,0,230,33.5,28.3,26.1,12.2,0,12.2,228,37.3,36.8,16.7,8.8,0.4,9.2
610051,"NORTHWEST",2018,"Northwest Middle School","MS",544,515,26,501,12,1,2,0,0,0,2,0,495,39.2,29.3,23.4,7.7,0.4,8.1,501,39.9,31.1,21,7.6,0.4,8
610052,"MANN",2018,"Horace Mann Elementary School","ES",326,304,314,10,1,0,0,0,0,1,0,0,209,37.8,31.6,22.5,7.7,0.5,8.1,210,36.2,35.7,19.5,8.6,0,8.6
610104,"ONAHAN",2018,"William J Onahan Elementary School","ES",667,130,13,178,434,20,6,0,0,16,0,0,378,8.7,15.1,32,38.4,5.8,44.2,380,8.9,18.7,29.2,38.9,4.2,43.2
610172,"SHERMAN",2018,"William T Sherman Elementary School","ES",258,174,230,26,2,0,0,0,0,0,0,0,155,27.7,37.4,23.2,11.6,0,11.6,155,36.8,35.5,20,7.1,0.6,7.7
610325,"LOGANDALE",2018,"Logandale Middle School","ES",701,649,35,648,7,4,2,0,0,2,3,0,462,29.2,31.6,24.7,13.9,0.6,14.5,462,23.2,35.1,30.5,11,0.2,11.3
610077,"MORRILL",2018,"Donald Morrill Math & Science Elementary School","ES",604,390,220,378,5,0,1,0,0,0,0,0,429,32.4,32.9,23.8,11,0,11,434,39.4,35.3,20.3,5.1,0,5.1
610339,"STAGG",2018,"Amos Alonzo Stagg Elementary School","ES",403,354,389,13,0,1,0,0,0,0,0,0,274,46,33.9,15.7,4,0.4,4.4,275,48.7,32.7,15.3,3.3,0,3.3
400151,"LEARN - 7",2018,"L.E.A.R.N. Charter School - 7th Campus","ES",212,152,206,5,0,0,0,0,0,1,0,0,162,29.6,22.8,30.9,15.4,1.2,16.7,162,20.4,37,25.9,16.7,0,16.7
610503,"FRAZIER PROSPECTIVE",2018,"Frazier Prospective IB Magnet ES","ES",204,116,197,6,0,0,0,0,0,0,1,0,125,10.4,21.6,34.4,30.4,3.2,33.6,125,18.4,28,27.2,24.8,1.6,26.4
400165,"LEARN - MIDDLE",2018,"L.E.A.R.N. - Middle School Campus","ES",273,185,258,12,0,1,1,0,0,1,0,0,279,35.1,25.8,28.3,10,0.7,10.8,278,23.7,33.1,26.6,16.2,0.4,16.5
610515,"DISNEY II ES",2018,"Disney II Magnet School","ES",442,141,34,174,192,24,2,0,0,16,0,0,213,8.5,10.8,19.2,50.7,10.8,61.5,209,10.5,15.3,27.3,37.8,9.1,46.9
610010,"JAHN",2018,"Friedrich L. Jahn Elementary of the Fine Arts","ES",317,151,34,179,89,4,0,0,0,10,1,0,97,36.1,23.7,32,7.2,1,8.2,134,38.1,35.1,19.4,7.5,0,7.5
610249,"TALMAN",2018,"Talman Elementary School","ES",389,241,7,380,2,0,0,0,0,0,0,0,225,16.9,19.1,30.7,29.8,3.6,33.3,227,9.7,26,33.5,26.4,4.4,30.8
400035,"CHICAGO MATH & SCIENCE HS",2018,"Chicago Math and Science Academy Charter School","HS",604,395,186,311,29,57,3,0,1,12,0,5,248,16.5,25,34.3,22.2,2,24.2,246,8.9,26.4,37.4,25.6,1.6,27.2
400081,"ACERO - DE LAS CASAS",2018,"Acero Charter Schools - Bartolomé de las Casas","ES",264,164,3,252,1,0,0,0,0,0,0,8,184,14.1,20.1,33.7,31,1.1,32.1,183,7.7,31.1,33.3,26.2,1.6,27.9
610364,"DUBOIS",2018,"William E B Dubois Elementary School","ES",213,198,206,4,1,0,1,0,0,1,0,0,134,36.6,29.9,23.1,10.4,0,10.4,134,47,34.3,12.7,6,0,6
400045,"NKRUMAH",2018,"Kwame Nkrumah Academy Charter School","ES",200,114,200,0,0,0,0,0,0,0,0,0,85,31.8,48.2,14.1,5.9,0,5.9,83,27.7,43.4,27.7,1.2,0,1.2
609872,"PEREZ",2018,"Manuel Perez Elementary School","ES",317,208,5,298,9,4,0,0,0,1,0,0,178,9,9.6,36,42.7,2.8,45.5,179,10.6,24,36.3,27.9,1.1,29.1
610350,"BLACK",2018,"Robert A Black Magnet Elementary School","ES",422,241,413,8,1,0,0,0,0,0,0,0,122,13.9,25.4,28.7,28.7,3.3,32,134,16.4,37.3,31.3,14.9,0,14.9
610099,"NORWOOD PARK",2018,"Norwood Park Elementary School","ES",442,41,3,148,250,22,1,0,0,18,0,0,264,4.2,10.6,29.2,48.1,8,56.1,267,4.1,13.9,27.3,45.7,9,54.7
610548,"STEM",2018,"STEM Magnet Academy","ES",432,153,140,112,61,97,3,0,0,15,4,0,185,1.6,6.5,20.5,56.2,15.1,71.4,191,2.6,8.4,25.7,49.2,14.1,63.4
400009,"GLOBAL CITIZENSHIP",2018,"Academy for Global Citizenship Charter School","ES",468,309,22,411,24,0,2,0,0,1,0,8,70,25.7,11.4,40,22.9,0,22.9,75,29.3,34.7,22.7,13.3,0,13.3
609884,"DEVER",2018,"William E Dever Elementary School","ES",742,255,11,389,288,32,1,0,0,17,4,0,494,14.2,17,29.8,34,5.1,39.1,511,15.9,26.8,22.5,32.3,2.5,34.8
609794,"EDISON",2018,"Thomas A Edison Regional Gifted Center ES","ES",267,12,11,22,160,43,1,0,0,29,1,0,179,0.6,0.6,6.7,54.7,37.4,92.2,180,0,1.1,11.7,42.8,44.4,87.2
610033,"LASALLE",2018,"LaSalle Elementary Language Academy","ES",517,97,155,117,173,36,0,0,0,36,0,0,346,7.5,10.7,28.9,40.2,12.7,52.9,345,7.2,19.7,27.5,38.8,6.7,45.5
609780,"MARINE LEADERSHIP AT AMES HS",2018,"Marine Leadership Academy at Ames","HS",849,827,17,819,8,2,1,0,0,2,0,0,286,21.3,30.1,31.1,17.1,0.3,17.5,285,27.7,37.9,25.6,8.4,0.4,8.8
610030,"KOZMINSKI",2018,"Charles Kozminski Elementary Community Academy","ES",257,133,241,8,1,0,2,0,0,4,1,0,148,39.2,29.1,24.3,6.1,1.4,7.4,141,38.3,41.8,16.3,3.5,0,3.5
610197,"TALCOTT",2018,"Mancel Talcott Elementary School","ES",473,267,34,386,34,2,3,0,0,13,1,0,276,25.4,25.7,27.5,17,4.3,21.4,278,26.3,30.2,25.5,16.2,1.8,18
610084,"KELLER",2018,"Annie Keller Regional Gifted Center","ES",227,56,81,25,52,60,0,0,0,6,2,1,179,0,0.6,3.9,59.8,35.8,95.5,179,0,0,2.2,42.5,55.3,97.8
610029,"LOZANO",2018,"Rodolfo Lozano Bilingual & International Ctr ES","ES",185,120,24,146,7,0,1,0,0,6,1,0,117,24.8,33.3,23.1,15.4,3.4,18.8,118,27.1,38.1,27.1,7.6,0,7.6
609966,"HAMMOND",2019,"Charles G Hammond Elementary School","ES",342,336,33,304,2,0,0,0,0,3,0,0,237,27.4,32.9,22.4,13.9,3.4,17.3,237,39.7,32.5,18.6,8.9,0.4,9.3
400069,"POLARIS",2019,"Polaris Charter Academy","ES",378,343,337,33,5,0,0,0,0,3,0,0,283,30.4,25.1,26.1,16.6,1.8,18.4,283,36.4,35,18.7,9.5,0.4,9.9
610191,"STONE",2019,"Stone Elementary Scholastic Academy","ES",607,319,142,98,171,166,2,0,0,26,2,0,370,8.1,12.2,20.8,46.8,12.2,58.9,370,7.3,15.7,25.9,44.6,6.5,51.1
610153,"RYDER",2019,"William H Ryder Math & Science Specialty ES","ES",402,360,396,4,1,0,0,0,0,1,0,0,210,45.2,22.9,20.5,11,0.5,11.4,210,37.6,36.2,19,6.7,0.5,7.1
